Type,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,Description
Cat,Domestic Short Hair,Female,Cream,Medium,Short,No,No,No,Healthy,1,0,She very preety and gentle
Cat,Domestic Short Hair,Male,Gray,Medium,Short,None,None,Yes,Healthy,1,0,"He's got a gentle and gentleman-like behaviour and he is very vocal. He's got melodious meows which he uses as though he is asking for something, ""Please can I ..."" And he gives off another melodious meows when he is happy to see you. Very sweet. Found wandering around SS26 Petaling Jaya since end of June . Very tame and timid cat but friendly. After advertising and asking around for any owner that he might have, nobody came forward to claim him and when I checked lost cat notices, nobody is looking for a cat like him. So he is up for adoption now. Neutered - 22 Jul De-worm - 28 Jul Litter-box trained"
Cat,Domestic Medium Hair,Female,Brown,Medium,Medium,No,Yes,No,Healthy,1,0,"Josie was rescued from my mechanic’s workshop because she is at high risk of being run over by vehicles there, stepped on by the people coming and going there, plus exposed to heavy metals, chemical fumes and heavy machinery. My mechanic was the one who first rescued her though, so I thought I’d help him find her a good home as I'm usually not at home. In addition, I am partially allergic to pet dander, which is a skin rash condition that flares up if exposure is prolonged. I would love to give her hugs because she is an intelligent and loving baby but my condition requires me to limit physical contact. Josie is also already weaned, now eating Iskhan (holistic Korean) kitten kibbles and also wet canned food. Playful, smart, affectionate, sweet natured and active, she will be ready for adoption once she is dewormed and vaccinated. Potential adopters may contact me at (voice calls only) or at via SMS and whatsapp. I’m located in KL but meet-ups can be arranged in most PJ, KL and Melaka city areas. All pre-adoption/fostering costs will be borne by myself. Pre-adoption/Fostering costs covered include : Deworming, vaccination, Advocate, de-flea/de-ticking and flu medication. Spaying costs would be shared with the adopter. UPDATES + ADDITIONAL INFO AS OF 13 SEPT : - Toilet-trained in under 15 mins! - Not picky with food. She happily eats cooked egg yolks and fresh beef steak in addition to kibbles, chicken, fish and prawns. - Received 1st deworming dose during her follow-up visit to her vet (Animal Health  Ara Dsara). - Vet has advised Josie to be vaccinated and receive her 2nd deworming dose after 26 Sept ."
Cat,Domestic Short Hair,Female,Black,Medium,Short,Yes,Yes,Yes,Healthy,1,0,"Posting on behalf of Miss M: Adorable sweetie MERLIN saying Hi to you! This baby was found on roadside when she was just a 1 month old baby, Miss M rescued her from street and take good care of her until she's now fully ready for a new home. Merlin is fully vaccinated, spayed and in % healthy condition now. She has a gentle temperament..Just look at her innocent face, she's telling you that she needs a good owner and a home sweet home! Adopter needs to promise to keep her indoor ALL THE TIME, provide nutritional foods, clean water and of course with lotsa of loves ya."
Cat,Tabby,Male,Yellow,Medium,Short,None,None,None,Healthy,1,0,It was given birth by my pet cat in March.
Cat,Domestic Short Hair,Male,Black,Small,Short,No,No,No,Healthy,1,0,"stray kitten living by the busy street near school. high risk of being hit by car. IF INTERESTED PLEASE EMAIL ME, DONT COMMENT ON PHOTO COZ I WONT GET ANY NOTIFICATION & CANT CONTACT U. THANX"
Cat,Domestic Medium Hair,Male,Black,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,"Found Bee year ago whereby he was sick that time, recover after visiting doctor and being fostered thereafter. Bee is quiet to stay in cage at day time, playful and adorable when releasing from cage at night time (after back from work). I have another 3 cats at home, due to limited space living in flat, hope someone can give him a sweet home"
Cat,Domestic Short Hair,Male,Black,Small,Short,No,No,No,Healthy,1,0,Tommy sangat cute dan bulu cantik A bit shy and aware dengan humans tapi tak cakar or gigit. Litter box trained. Looking for new caring family yang betul-betul boleh beri perhatian since tommy is stray cat before. Who interested to give a lovely home can call/whatsapp. Self pickup at U5 Shah Alam.
Cat,Domestic Medium Hair,Mixed,Golden,Medium,Medium,No,No,No,Healthy,3,0,"Another abandoned case of kittens - call me if you are interested to adopt, thank you!"
Dog,Poodle,Male,White,Small,Short,Yes,Yes,Yes,Healthy,1,0,"JJ was rescued from a drain about a week ago, hair meted up with fleece and since being fostered by LASS. He is the most adorable dog I have ever see...n and experienced. And you may ask me why? He expresses his feelings openly....... doesnt want to be caged!!! growls ...Wants to walk around freely... but I will most definitely not spoil your carpet or the sofa... just want to lay down and relax/sleep thats all his eye says . The last two days have been quite sad for him when I spoke to a couple of friends if they wanted to adopt him. I mean it guys... he is one hell of an intelligent one... So if there is someone out there who can love and care for him unconditionally, please call me at or. JJ has been vaccinated, dewormed, treated for fleece and groomed. You will just love him."
Cat,Domestic Short Hair,Male,Black,Small,Short,No,Yes,No,Healthy,1,0,"These little kitten is a normal/domestic breed, smart,playful, active and healthy. I am helping my friends to give these lil kitten a home for anyone who is willing to take care of this lil smart kitten. Currently the kitten is in my house , already bath and dewormed & defleas. Litter trained. Hope can find him a lovely home. Whatsapp/Call/Text me at Lcoation , Skudai, Johor Bahru"
Dog,Mixed Breed,Female,Black,Medium,Short,Yes,Yes,No,Healthy,1,0,We found her soaking in the big drain in front of a house.
Dog,German Shepherd Dog,Male,Cream,Large,Short,No,No,No,Healthy,1,0,John is a healthy male pup that is very active...he loves to play. He is now in kulim kedah.....tnc apply
Cat,Domestic Short Hair,Female,Black,Small,Short,No,Yes,No,Healthy,1,0,"Dabbie, a little cutie found in a box. She's a playful, mischeivous, cute, adorable little darling who needs a loving home! Unfortunately the amount of cats we're having and living in a condominium can't let us keep her as a pet. Trust me, she'll brighten up your day! Contact us for more informations!"
Cat,Calico,Mixed,Yellow,Medium,Medium,No,No,No,Healthy,4,0,"3 kittens + 1 mother cat for adoption, can be adopted separately. Pick-up location : Bandar Utama"
Dog,Mixed Breed,Male,Brown,Medium,Short,Yes,Yes,No,Healthy,1,0,"Scratchy is the 2nd last from 10 siblings. He's healthy, housebreak, and playful. He is shy to a stranger but very spoil to his master. He's so lovely"
Dog,Mixed Breed,Male,Black,Medium,Medium,Yes,Yes,No,Healthy,1,0,She was given birth by her mother who is a pet of an irresponsible owner who didn't spay their pet. She was put in a box which was tied and leave only a tiny hole together with 6 other sibling and dump in a market in the middle of the night. Very beautiful puppies. No caging or tying for long hours except for precaution purposes. Commitment to spay her is compulsory Serious adopter pls call me.
Cat,Domestic Short Hair,Male,Golden,Medium,Short,No,Yes,No,Healthy,1,0,"Very mischievous kitten, playful healthy and cute"
Dog,Terrier,Female,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Given by a fren who cant keep her anymore. Her coat may need brushing in the future. Mixed breed. Very manja and always wan carry carry. Smart lil girl. highly interested party pls call
Cat,Domestic Long Hair,Mixed,Black,Small,Short,No,No,No,Healthy,3,0,The kittens are rescued and desperately need a new home.
Dog,Cocker Spaniel,Female,Black,Medium,Short,None,Yes,No,Healthy,1,0,"This puppy was disposed by the cocker spaniel owner. who didnt want to keep any of the puppies her cocker spaniel gave birth to. Very healthy, friendly, playful. less than 2 months old. Original short quarter length tail."
Dog,Mixed Breed,Male,Yellow,Medium,Short,Yes,Yes,No,Healthy,2,0,Beautiful and playful since they are few months old.
Cat,Ragdoll,Female,Yellow,Medium,Short,No,Yes,No,Healthy,1,0,ISHIKIMARU IS A WELL BEHAVED CAT. SHE TOO HAS FAIN YELLOW LINES ACROSS HER BODY LIKE TALGI AND LOOKS A BIT LIKE THE FATHER BUT A FEMALE VERSION. I CAN NO LONGER TAKE CARE OF HER AND HAVE TILL SEPTEMBER TO GIVE ALL MY CATS AWAY TO GOOD HOMES.
Cat,Domestic Long Hair,Male,Brown,Large,Long,No,Yes,No,Healthy,1,50,"3 weeks ago, my friend rescued 7 kittens at Shah Alam. 3 had mange, 1 was very weak and thin which I had the feeling he will not made it. It's true. 2 days later, he died. Four days later, another two died. In the end, only 4 survives. Now they are ready for adoption. Toya has this ""innocent"" face. Very cute! Like other siblings, he's playful and loving"
Dog,Mixed Breed,Female,Brown,Medium,Short,No,No,No,Healthy,1,0,"Princess is very cute and adorable. She loves human attention and very playful too. Future adopter must spay the puppy when she is 5 months old (we will come and check). No caging or chaining is allowed, puppy must be allowed to run freely in the house compound. Only serious adopters will be entertained."
